CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Measure Date Range
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_011_05_NUMERATOR,432,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_011_05_OBS_RATE,59.18,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_012_06_DENOMINATOR,730,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_012_06_NUMERATOR,405,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_012_06_OBS_RATE,55.48,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_015_01_CI_LOWER,Not Available,6,07/01/2024,06/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_015_01_CI_UPPER,0.588,-,07/01/2024,06/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_015_01_COMP_PERF,Better than the National Benchmark,-,07/01/2024,06/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_015_01_DOPC_DAYS,"10,342",-,07/01/2024,06/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_015_01_ELIGCASES,5.099,-,07/01/2024,06/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_015_01_NUMERATOR,0,-,07/01/2024,06/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_015_01_SIR,0.000,-,07/01/2024,06/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_016_01_DENOMINATOR,402,-,10/01/2024,03/31/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_016_01_NUMERATOR,191,-,10/01/2024,03/31/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_016_01_OBS_RATE,47.51,-,10/01/2024,03/31/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_017_01_PPR_PD_COMP_PERF,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_017_01_PPR_PD_OBS_RATE,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_017_01_PPR_PD_OBS_READM,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_017_01_PPR_PD_RSRR,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_017_01_PPR_PD_RSRR_2_5,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_017_01_PPR_PD_RSRR_97_5,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_017_01_PPR_PD_VOLUME,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_018_01_PPR_WI_COMP_PERF,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_018_01_PPR_WI_OBS_RATE,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_018_01_PPR_WI_OBS_READM,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_018_01_PPR_WI_RSRR,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_018_01_PPR_WI_RSRR_2_5,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_018_01_PPR_WI_RSRR_97_5,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_018_01_PPR_WI_VOLUME,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_019_02_DTC_COMP_PERF,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_019_02_DTC_NUMBER,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_019_02_DTC_OBS_RATE,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_019_02_DTC_RS_RATE,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_019_02_DTC_RS_RATE_2_5,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_019_02_DTC_RS_RATE_97_5,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_019_02_DTC_VOLUME,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_020_01_MSPB_NUMB,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_020_01_MSPB_SCORE,Not Available,2,10/01/2022,09/30/2024,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_021_01_DENOMINATOR,849,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_021_01_NUMERATOR,845,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_021_01_OBS_RATE,99.53,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_022_01_ADJ_RATE,0.00,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_022_01_DENOMINATOR,839,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_022_01_NUMERATOR,0,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_022_01_OBS_RATE,0.00,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_024_01_DENOMINATOR,723,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_024_01_NUMERATOR,711,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_024_01_OBS_RATE,98.34,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_025_02_DENOMINATOR,116,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_025_02_NUMERATOR,115,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_025_02_OBS_RATE,99.14,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_026_01_DENOMINATOR,730,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_026_01_NUMERATOR,450,-,10/01/2024,09/30/2025,-
103064,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KISSIM,4950 CALYPSO CAY WAY,-,KISSIMMEE,FL,34746,Osceola,(321) 286-3300,4,I_026_01_OBS_RATE,61.64,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_006_01_CI_LOWER,Not Available,"6,7",07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_006_01_CI_UPPER,Not Available,"6,7",07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_006_01_COMP_PERF,Not Available,"6,7",07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_006_01_DOPC_DAYS,565,-,07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_006_01_ELIGCASES,0.804,-,07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_006_01_NUMERATOR,0,-,07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_006_01_SIR,Not Available,"6,7",07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_013_01_DENOMINATOR,817,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_013_01_NUMERATOR,2,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_013_01_OBS_RATE,0.24,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_011_05_DENOMINATOR,712,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_011_05_NUMERATOR,458,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_011_05_OBS_RATE,64.33,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_012_06_DENOMINATOR,712,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_012_06_NUMERATOR,393,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_012_06_OBS_RATE,55.20,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_015_01_CI_LOWER,Not Available,6,07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_015_01_CI_UPPER,1.440,-,07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_015_01_COMP_PERF,No Different than the National Benchmark,-,07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_015_01_DOPC_DAYS,"8,722",-,07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_015_01_ELIGCASES,2.081,-,07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_015_01_NUMERATOR,0,-,07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_015_01_SIR,0.000,-,07/01/2024,06/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_016_01_DENOMINATOR,245,-,10/01/2024,03/31/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_016_01_NUMERATOR,26,-,10/01/2024,03/31/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_016_01_OBS_RATE,10.61,-,10/01/2024,03/31/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_017_01_PPR_PD_COMP_PERF,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_017_01_PPR_PD_OBS_RATE,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_017_01_PPR_PD_OBS_READM,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_017_01_PPR_PD_RSRR,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_017_01_PPR_PD_RSRR_2_5,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_017_01_PPR_PD_RSRR_97_5,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_017_01_PPR_PD_VOLUME,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_018_01_PPR_WI_COMP_PERF,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_018_01_PPR_WI_OBS_RATE,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_018_01_PPR_WI_OBS_READM,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_018_01_PPR_WI_RSRR,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_018_01_PPR_WI_RSRR_2_5,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_018_01_PPR_WI_RSRR_97_5,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_018_01_PPR_WI_VOLUME,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_019_02_DTC_COMP_PERF,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_019_02_DTC_NUMBER,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_019_02_DTC_OBS_RATE,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_019_02_DTC_RS_RATE,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_019_02_DTC_RS_RATE_2_5,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_019_02_DTC_RS_RATE_97_5,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_019_02_DTC_VOLUME,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_020_01_MSPB_NUMB,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_020_01_MSPB_SCORE,Not Available,2,10/01/2022,09/30/2024,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_021_01_DENOMINATOR,817,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_021_01_NUMERATOR,759,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_021_01_OBS_RATE,92.90,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_022_01_ADJ_RATE,1.60,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_022_01_DENOMINATOR,816,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_022_01_NUMERATOR,18,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_022_01_OBS_RATE,2.21,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_024_01_DENOMINATOR,702,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_024_01_NUMERATOR,598,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_024_01_OBS_RATE,85.19,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_025_02_DENOMINATOR,115,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_025_02_NUMERATOR,105,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_025_02_OBS_RATE,91.30,-,10/01/2024,09/30/2025,-
103065,ORLANDO REHABILITATION HOSPITAL,980 GATEWAY DR,-,ALTAMONTE SPRINGS,FL,32701,Seminole,(321) 989-3104,4,I_026_01_DENOMINATOR,712,-,10/01/2024,09/30/2025,-
